Compound,SampID,ID,type,replicate,Condition_B12,Condition_TOD,Condition_Culture,Cells_on_Filter,Cell_Volume_um3,Smp_Biovolume_um3,Smp_Biovolume_L,PeakArea,nM_in_vial,nmoles_in_vial,nmole_per_cell,nmole_per_biovolume_L,min.area.flag,blk.ratio.flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-41,Z-41,UCYN-A,B,minus_B12,Night,UCYN-A,9690000,15,145350000,1.4535e-7,289,-88.8923218814848,-0.03555692875259392,-3.669445691702159e-9,-244629.71278014395,Flag,Flag
Ado-Pseudocob,241121_Smp_UCYNA_Z-42,Z-42,UCYN-A,C,minus_B12,Night,UCYN-A,8654500,15,129817500,1.298175e-7,428,-131.64676043347922,-0.052658704173391684,-6.084546094331467e-9,-405636.4062887645,Flag,Flag
DMB,241121_Smp_UCYNA_Z-2,Z-2,filter blank,B,NA,NA,NA,NA,NA,NA,NA,23802,0.01437111535505071,5.748446142020284e-6,NA,NA,Flag,Flag
DMB,241121_Smp_UCYNA_Z-4,Z-4,filter blank,A,plus_B12,Day,NA,NA,NA,NA,NA,40594,0.02450974946319338,9.803899785277352e-6,NA,NA,NA,Flag
DMB,241121_Smp_UCYNA_Z-7,Z-7,filter blank,A,plus_B12,Night,NA,NA,NA,NA,NA,37195,0.02245750926943582,8.983003707774329e-6,NA,NA,Flag,Flag
DMB,241121_Smp_UCYNA_Z-12,Z-12,filter blank,C,minus_B12,Day,NA,NA,NA,NA,NA,43699,0.02638447903118903,1.0553791612475612e-5,NA,NA,NA,Flag
DMB,241121_Smp_UCYNA_Z-13,Z-13,filter blank,A,minus_B12,Night,NA,NA,NA,NA,NA,16850,0.01017365321118412,4.069461284473648e-6,NA,NA,Flag,Flag
DMB,241121_Smp_UCYNA_Z-17,Z-17,filter blank,B,NA,NA,NA,NA,NA,NA,NA,16926,0.01021954031172121,4.087816124688484e-6,NA,NA,Flag,Flag
DMB,241121_Smp_UCYNA_Z-19,Z-19,culture,A,plus_B12,Day,Culture,3660000,175,640500000,6.405e-7,40820,0.02464620320952736,9.858481283810944e-6,2.6935741212598206e-12,15.391852121484689,NA,Flag
DMB,241121_Smp_UCYNA_Z-20,Z-20,culture,B,plus_B12,Day,Culture,3620000,175,633500000,6.335e-7,34569,0.02087198919035157,8.348795676140627e-6,2.3062971481051452e-12,13.178840846315119,Flag,Flag
DMB,241121_Smp_UCYNA_Z-21,Z-21,culture,C,plus_B12,Day,Culture,4040000,175,707000000,7.07e-7,25976,0.01568372794146699,6.273491176586796e-6,1.5528443506402961e-12,8.87339628937312,Flag,Flag
DMB,241121_Smp_UCYNA_Z-22,Z-22,culture,A,plus_B12,Night,Culture,2840000,175,497000000,4.97e-7,51205,0.03091643398686547,1.2366573594746189e-5,4.354427322093728e-12,24.88244184053559,NA,Flag
DMB,241121_Smp_UCYNA_Z-23,Z-23,culture,B,plus_B12,Night,Culture,2740000,175,479500000,4.795e-7,33984,0.0205187792717437,8.207511708697482e-6,2.9954422294516357e-12,17.11681273972363,Flag,Flag
DMB,241121_Smp_UCYNA_Z-24,Z-24,culture,C,plus_B12,Night,Culture,3120000,175,546000000,5.46e-7,237961,0.14367553066982705,5.7470212267930816e-5,1.8419939829465004e-11,105.25679902551431,NA,NA
DMB,241121_Smp_UCYNA_Z-25,Z-25,UCYN-A,A,plus_B12,Day,UCYN-A,8474000,15,127110000,1.2711e-7,58589,0.03537472807062711,1.4149891228250844e-5,1.6698007113819735e-12,111.3200474254649,NA,Flag
DMB,241121_Smp_UCYNA_Z-26,Z-26,UCYN-A,B,plus_B12,Day,UCYN-A,17385000,15,260775000,2.60775e-7,18734,0.01131117028239308,4.524468112957232e-6,2.602512575759121e-13,17.35008383839414,Flag,Flag
DMB,241121_Smp_UCYNA_Z-27,Z-27,UCYN-A,C,plus_B12,Day,UCYN-A,9063000,15,135945000,1.35945e-7,34308,0.02071440322666498,8.285761290665991e-6,9.142404601860301e-13,60.949364012402015,Flag,Flag
DMB,241121_Smp_UCYNA_Z-28,Z-28,UCYN-A,A,plus_B12,Night,UCYN-A,15513500,15,232702500,2.327025e-7,57481,0.03470574244700741,1.3882296978802963e-5,8.948526753345772e-13,59.65684502230514,NA,Flag
DMB,241121_Smp_UCYNA_Z-29,Z-29,UCYN-A,B,plus_B12,Night,UCYN-A,14706000,15,220590000,2.2059e-7,55716,0.03364007491479732,1.3456029965918928e-5,9.15002717660746e-13,61.000181177383055,NA,Flag
DMB,241121_Smp_UCYNA_Z-30,Z-30,UCYN-A,C,plus_B12,Night,UCYN-A,16444500,15,246667500,2.466675e-7,43364,0.02618221352224263,1.0472885408897053e-5,6.36862501681234e-13,42.457500112082265,NA,Flag
DMB,241121_Smp_UCYNA_Z-31,Z-31,culture,A,minus_B12,Day,Culture,855000,175,149625000,1.49625e-7,27545,0.01663105505650248,6.6524220226009916e-6,7.780610552749698e-12,44.460631729998276,Flag,Flag
DMB,241121_Smp_UCYNA_Z-32,Z-32,culture,B,minus_B12,Day,Culture,945000,175,165375000,1.65375e-7,38702,0.02336740217087525,9.346960868350101e-6,9.89096388185196e-12,56.51979361058262,Flag,Flag
DMB,241121_Smp_UCYNA_Z-33,Z-33,culture,C,minus_B12,Day,Culture,960000,175,168000000,1.68e-7,22783,0.0137558659412705,5.5023463765082e-6,5.731610808862708e-12,32.75206176492976,Flag,Flag
DMB,241121_Smp_UCYNA_Z-34,Z-34,culture,A,minus_B12,Night,Culture,690000,175,120750000,1.2075e-7,24205,0.01461443774342503,5.8457750973700126e-6,8.47213782227538e-12,48.41221612728789,Flag,Flag
DMB,241121_Smp_UCYNA_Z-35,Z-35,culture,B,minus_B12,Night,Culture,780000,175,136500000,1.365e-7,17603,0.01062829777308452,4.251319109233808e-6,5.450409114402319e-12,31.145194939441815,Flag,Flag
DMB,241121_Smp_UCYNA_Z-36,Z-36,culture,C,minus_B12,Night,Culture,855000,175,149625000,1.49625e-7,39954,0.02412333177445997,9.649332709783987e-6,1.1285769251209342e-11,64.49011000691053,Flag,Flag
DMB,241121_Smp_UCYNA_Z-37,Z-37,UCYN-A,A,minus_B12,Day,UCYN-A,8863500,15,132952500,1.329525e-7,27819,0.01679649012949146,6.718596051796583e-6,7.580071136454655e-13,50.53380757636437,Flag,Flag
DMB,241121_Smp_UCYNA_Z-38,Z-38,UCYN-A,B,minus_B12,Day,UCYN-A,12958000,15,194370000,1.9437e-7,58241,0.03516461345237832,1.4065845380951328e-5,1.085495090365128e-12,72.36633935767519,NA,Flag
DMB,241121_Smp_UCYNA_Z-39,Z-39,UCYN-A,C,minus_B12,Day,UCYN-A,9395500,15,140932500,1.409325e-7,22187,0.01339601446863752,5.3584057874550085e-6,5.703161925874097e-13,38.021079505827316,Flag,Flag
DMB,241121_Smp_UCYNA_Z-40,Z-40,UCYN-A,A,minus_B12,Night,UCYN-A,12407000,15,186105000,1.86105e-7,21911,0.01322937184037124,5.291748736148496e-6,4.2651315677831034e-13,28.434210451887353,Flag,Flag
DMB,241121_Smp_UCYNA_Z-41,Z-41,UCYN-A,B,minus_B12,Night,UCYN-A,9690000,15,145350000,1.4535e-7,27190,0.01641671399478317,6.566685597913267e-6,6.776765322923908e-13,45.178435486159394,Flag,Flag
DMB,241121_Smp_UCYNA_Z-42,Z-42,UCYN-A,C,minus_B12,Night,UCYN-A,8654500,15,129817500,1.298175e-7,22349,0.01349382644609816,5.397530578439264e-6,6.236675230734605e-13,41.577834871564036,Flag,Flag
